from_code,to_code,count,Flight Distance,Flight Time,Direct Flights
PBI,PIT,4,952 miles / 1532 km,"2 hours, 24 minutes",Allegiant Air LLC
PBI,SWF,359,"1,077 miles / 1733 km","2 hours, 39 minutes"
PBI,TPA,1365,174 miles / 281 km,35 minutes
PDX,ABQ,366,"1,111 miles / 1788 km","2 hours, 18 minutes",Alaska Airlines
PDX,ANC,576,"1,542 miles / 2482 km","3 hours, 24 minutes"
PDX,ATL,1102,"2,172 miles / 3495 km","4 hours, 9 minutes"
PDX,BOI,1038,344 miles / 553 km,50 minutes
PDX,BOS,366,"2,537 miles / 4083 km","4 hours, 50 minutes",Alaska Airlines
PDX,BUR,60,817 miles / 1315 km,"1 hour, 50 minutes","Alaska Airlines
Southwest Airlines"
PDX,CLT,136,"2,282 miles / 3672 km","4 hours, 21 minutes"
PDX,CVG,311,"1,975 miles / 3178 km","4 hours, 27 minutes"
PDX,DEN,4654,991 miles / 1595 km,"2 hours, 5 minutes"
PDX,DFW,1577,"1,615 miles / 2600 km","3 hours, 15 minutes",Alaska Airlines
PDX,DTW,250,"1,953 miles / 3143 km","3 hours, 44 minutes"
PDX,EUG,1551,106 miles / 170 km,28 minutes,Alaska Airlines
PDX,EWR,692,"2,433 miles / 3916 km","4 hours, 42 minutes",Alaska Airlines
PDX,GEG,1311,279 miles / 449 km,44 minutes,Alaska Airlines
PDX,HNL,732,"2,603 miles / 4189 km","5 hours, 29 minutes"
PDX,IAD,367,"2,327 miles / 3745 km","4 hours, 25 minutes"
PDX,IAH,1265,"1,824 miles / 2936 km","3 hours, 39 minutes"
PDX,JFK,680,"2,453 miles / 3948 km","4 hours, 43 minutes",Alaska Airlines
PDX,LAS,3564,762 miles / 1227 km,"1 hour, 47 minutes",Alaska Airlines
PDX,LAX,3517,833 miles / 1341 km,"1 hour, 57 minutes"
PDX,LGB,141,845 miles / 1361 km,"1 hour, 59 minutes"
PDX,LMT,162,241 miles / 387 km,53 minutes
PDX,MCI,366,"1,481 miles / 2384 km","2 hours, 59 minutes"
PDX,MCO,236,"2,534 miles / 4079 km","5 hours, 34 minutes",Alaska Airlines
PDX,MDW,894,"1,751 miles / 2818 km","3 hours, 33 minutes"
PDX,MFR,1543,222 miles / 358 km,57 minutes,Alaska Airlines
PDX,MSN,1,"1,644 miles / 2646 km","3 hours, 47 minutes"
PDX,MSP,1502,"1,426 miles / 2295 km","2 hours, 49 minutes",Alaska Airlines
PDX,OAK,2471,543 miles / 874 km,"1 hour, 23 minutes",Alaska Airlines
PDX,OGG,366,"2,562 miles / 4124 km","5 hours, 27 minutes"
PDX,ONT,60,838 miles / 1349 km,"1 hour, 53 minutes","Alaska Airlines
Southwest Airlines"
PDX,ORD,2184,"1,739 miles / 2799 km","3 hours, 23 minutes",Alaska Airlines
PDX,OTH,162,171 miles / 275 km,44 minutes
PDX,PHL,379,"2,406 miles / 3872 km","4 hours, 41 minutes"
PDX,PHX,3946,"1,009 miles / 1624 km","2 hours, 12 minutes","Alaska Airlines
Southwest Airlines"
PDX,PSP,168,873 miles / 1405 km,2 hours,Alaska Airlines
PDX,RDM,1621,116 miles / 187 km,29 minutes,Alaska Airlines
PDX,RNO,1150,444 miles / 715 km,"1 hour, 3 minutes",Alaska Airlines
PDX,SAN,1352,932 miles / 1501 km,"2 hours, 6 minutes",Southwest Airlines
PDX,SEA,2449,129 miles / 208 km,37 minutes,Alaska Airlines
PDX,SFO,3088,550 miles / 885 km,"1 hour, 26 minutes"
PDX,SJC,2322,569 miles / 915 km,"1 hour, 27 minutes",Southwest Airlines
PDX,SLC,3277,629 miles / 1013 km,"1 hour, 24 minutes",Alaska Airlines
PDX,SMF,2484,478 miles / 770 km,"1 hour, 9 minutes","Alaska Airlines
Southwest Airlines"
PDX,SNA,1421,859 miles / 1383 km,"2 hours, 3 minutes"
PFN,ATL,2548,247 miles / 398 km,1 hour
PFN,CVG,36,612 miles / 985 km,"1 hour, 43 minutes"
PFN,MCO,196,291 miles / 469 km,"1 hour, 5 minutes"
PFN,MEM,1095,416 miles / 670 km,"1 hour, 20 minutes"
PHF,ATL,4157,508 miles / 818 km,"1 hour, 26 minutes"
PHF,BOS,716,464 miles / 747 km,"1 hour, 8 minutes"
PHF,FLL,310,792 miles / 1274 km,"2 hours, 5 minutes"
PHF,LGA,767,288 miles / 464 km,55 minutes
PHF,MCO,361,662 miles / 1065 km,"1 hour, 39 minutes"
PHF,TPA,95,722 miles / 1162 km,"1 hour, 57 minutes"
PHL,ALB,448,212 miles / 342 km,55 minutes,American Airlines
PHL,ATL,6918,666 miles / 1071 km,"1 hour, 40 minutes","American Airlines
Frontier Airlines"
PHL,ATW,1,746 miles / 1200 km,"1 hour, 59 minutes"
PHL,AUS,290,"1,430 miles / 2301 km","3 hours, 18 minutes",American Airlines
PHL,AVP,1,104 miles / 168 km,43 minutes,American Airlines
PHL,BDL,521,196 miles / 316 km,39 minutes,American Airlines
PHL,BNA,981,675 miles / 1086 km,"1 hour, 42 minutes","American Airlines
Frontier Airlines"
PHL,BOS,6384,280 miles / 451 km,51 minutes
PHL,BUF,365,279 miles / 449 km,49 minutes,American Airlines
PHL,BWI,660,90 miles / 144 km,24 minutes,American Airlines
PHL,CLE,674,363 miles / 584 km,"1 hour, 2 minutes",American Airlines
PHL,CLT,3545,448 miles / 721 km,"1 hour, 12 minutes",Frontier Airlines
PHL,CMH,994,406 miles / 653 km,"1 hour, 19 minutes",American Airlines
PHL,CVG,1583,506 miles / 815 km,"1 hour, 24 minutes",American Airlines
PHL,DCA,584,119 miles / 192 km,30 minutes
PHL,DEN,2961,"1,557 miles / 2506 km","3 hours, 37 minutes",Frontier Airlines
PHL,DFW,3485,"1,302 miles / 2096 km","3 hours, 5 minutes",Frontier Airlines
PHL,DTW,2760,453 miles / 729 km,"1 hour, 16 minutes",American Airlines
PHL,EWR,19,80 miles / 129 km,30 minutes
PHL,FLL,2977,992 miles / 1596 km,"2 hours, 20 minutes",American Airlines
PHL,GRR,1,573 miles / 922 km,"1 hour, 39 minutes",American Airlines
PHL,HOU,687,"1,335 miles / 2149 km","3 hours, 12 minutes"
PHL,IAD,607,134 miles / 215 km,46 minutes
PHL,IAH,1732,"1,324 miles / 2131 km","3 hours, 8 minutes",American Airlines
PHL,ICT,1,"1,205 miles / 1939 km","2 hours, 55 minutes"
PHL,IND,853,588 miles / 946 km,"1 hour, 30 minutes",American Airlines
PHL,JAX,1665,741 miles / 1193 km,"1 hour, 47 minutes","American Airlines
Frontier Airlines"
PHL,JFK,675,94 miles / 152 km,41 minutes
PHL,LAS,2836,"2,176 miles / 3502 km","4 hours, 51 minutes","American Airlines
Frontier Airlines"
PHL,LAX,2240,"2,401 miles / 3864 km","5 hours, 14 minutes"
PHL,LGA,4,96 miles / 154 km,28 minutes
PHL,MCO,7032,861 miles / 1386 km,"2 hours, 2 minutes","American Airlines
Frontier Airlines"
PHL,MDW,2652,668 miles / 1075 km,"1 hour, 45 minutes"
PHL,MEM,1032,874 miles / 1407 km,"2 hours, 10 minutes",American Airlines
PHL,MHT,2357,289 miles / 466 km,51 minutes,American Airlines
PHL,MIA,2206,"1,013 miles / 1630 km","2 hours, 21 minutes",Frontier Airlines
PHL,MKE,774,690 miles / 1111 km,"1 hour, 53 minutes",American Airlines
PHL,MSP,1749,980 miles / 1577 km,"2 hours, 23 minutes",American Airlines
PHL,MSY,1107,"1,088 miles / 1751 km","2 hours, 36 minutes","American Airlines
Frontier Airlines"
PHL,ORD,7078,678 miles / 1091 km,"1 hour, 45 minutes"
PHL,ORF,292,212 miles / 340 km,38 minutes,American Airlines
PHL,PBI,1903,951 miles / 1530 km,"2 hours, 13 minutes",American Airlines
PHL,PDX,380,"2,406 miles / 3872 km","5 hours, 17 minutes"
PHL,PHX,2885,"2,075 miles / 3339 km","4 hours, 37 minutes",American Airlines
PHL,PIT,3188,267 miles / 430 km,47 minutes,American Airlines
PHL,PVD,2550,238 miles / 383 km,44 minutes,American Airlines
PHL,RDU,3347,336 miles / 541 km,58 minutes,American Airlines
PHL,RIC,387,198 miles / 319 km,54 minutes,American Airlines
PHL,RSW,1223,992 miles / 1597 km,"2 hours, 25 minutes","American Airlines
Frontier Airlines"
PHL,SAN,817,"2,369 miles / 3813 km","5 hours, 11 minutes",American Airlines
PHL,SAT,290,"1,496 miles / 2407 km","3 hours, 26 minutes"
PHL,SDF,2,576 miles / 927 km,"1 hour, 39 minutes",American Airlines
PHL,SEA,708,"2,378 miles / 3827 km","5 hours, 22 minutes",American Airlines
PHL,SFO,2237,"2,521 miles / 4057 km","5 hours, 33 minutes",American Airlines
PHL,SJU,1474,"1,576 miles / 2536 km","3 hours, 19 minutes","American Airlines
Frontier Airlines"
PHL,SLC,670,"1,927 miles / 3100 km","4 hours, 23 minutes"
PHL,SMF,207,"2,458 miles / 3955 km","5 hours, 20 minutes"
PHL,STL,578,813 miles / 1308 km,"2 hours, 2 minutes",American Airlines
PHL,STT,198,"1,605 miles / 2583 km","3 hours, 26 minutes",American Airlines
PHL,SYR,334,228 miles / 367 km,44 minutes,American Airlines
PHL,TPA,3390,920 miles / 1480 km,"2 hours, 13 minutes","American Airlines
Frontier Airlines"
PHX,ABQ,5234,328 miles / 529 km,47 minutes,American Airlines
PHX,ANC,366,"2,551 miles / 4105 km","5 hours, 25 minutes"
PHX,ASE,109,491 miles / 791 km,"1 hour, 29 minutes",American Airlines
PHX,ATL,4607,"1,587 miles / 2554 km","3 hours, 7 minutes",American Airlines
PHX,AUS,2786,872 miles / 1403 km,"1 hour, 51 minutes",American Airlines
PHX,BDL,334,"2,213 miles / 3561 km","4 hours, 56 minutes"
PHX,BFL,1194,425 miles / 684 km,"1 hour, 5 minutes",American Airlines
PHX,BHM,367,"1,455 miles / 2341 km","2 hours, 55 minutes"
PHX,BNA,1123,"1,448 miles / 2331 km","2 hours, 54 minutes"
PHX,BOI,679,735 miles / 1183 km,"1 hour, 44 minutes",American Airlines
PHX,BOS,1067,"2,300 miles / 3701 km","4 hours, 24 minutes"
PHX,BUF,365,"1,912 miles / 3077 km","3 hours, 43 minutes",Southwest Airlines
PHX,BUR,4754,369 miles / 594 km,"1 hour, 8 minutes","American Airlines
Southwest Airlines"
PHX,BWI,2103,"1,999 miles / 3216 km","3 hours, 55 minutes"
PHX,CLD,43,306 miles / 492 km,"1 hour, 7 minutes"
PHX,CLE,1115,"1,737 miles / 2796 km","3 hours, 24 minutes",Southwest Airlines
PHX,CLT,2183,"1,774 miles / 2855 km","3 hours, 28 minutes"
PHX,CMH,1096,"1,670 miles / 2688 km","3 hours, 17 minutes",American Airlines
PHX,COS,1392,551 miles / 887 km,"1 hour, 17 minutes",American Airlines
PHX,CVG,463,"1,569 miles / 2526 km","3 hours, 4 minutes"
PHX,DCA,1080,"1,979 miles / 3184 km","3 hours, 52 minutes"
PHX,DEN,8402,601 miles / 968 km,"1 hour, 22 minutes"
PHX,DFW,5387,868 miles / 1397 km,"1 hour, 52 minutes"
PHX,DRO,811,351 miles / 566 km,56 minutes,American Airlines
PHX,DSM,749,"1,149 miles / 1850 km","2 hours, 23 minutes",American Airlines
PHX,DTW,2929,"1,671 miles / 2689 km","3 hours, 20 minutes",American Airlines
PHX,ELP,4155,347 miles / 559 km,51 minutes,"American Airlines
Southwest Airlines"
PHX,EUG,371,952 miles / 1532 km,"2 hours, 24 minutes",American Airlines
PHX,EWR,2579,"2,133 miles / 3432 km","4 hours, 13 minutes",American Airlines
PHX,FAT,1618,493 miles / 794 km,"1 hour, 17 minutes",American Airlines
PHX,FLG,1871,119 miles / 192 km,31 minutes,American Airlines
PHX,FLL,620,"1,973 miles / 3175 km","3 hours, 54 minutes"
PHX,GEG,777,"1,020 miles / 1642 km","2 hours, 18 minutes","American Airlines
Southwest Airlines"
PHX,GJT,1037,438 miles / 704 km,"1 hour, 12 minutes",American Airlines
PHX,HNL,914,"2,917 miles / 4695 km","6 hours, 8 minutes",American Airlines
PHX,HOU,1677,"1,020 miles / 1641 km","2 hours, 8 minutes"
PHX,IAD,731,"1,957 miles / 3149 km","3 hours, 50 minutes"
PHX,IAH,4197,"1,009 miles / 1624 km","2 hours, 10 minutes",American Airlines
PHX,ICT,692,870 miles / 1400 km,"2 hours, 14 minutes",Southwest Airlines
PHX,IND,1458,"1,488 miles / 2395 km","2 hours, 58 minutes",American Airlines
PHX,JFK,2256,"2,153 miles / 3465 km","4 hours, 15 minutes"
PHX,KOA,330,"2,860 miles / 4602 km",6 hours,American Airlines
PHX,LAS,10337,255 miles / 411 km,44 minutes
PHX,LAX,9992,370 miles / 596 km,59 minutes
PHX,LGB,1624,355 miles / 571 km,57 minutes,American Airlines
PHX,LIH,280,"2,979 miles / 4794 km","6 hours, 16 minutes",American Airlines
PHX,LIT,235,"1,136 miles / 1829 km","2 hours, 18 minutes"
PHX,MCI,2140,"1,044 miles / 1680 km","2 hours, 10 minutes",American Airlines
PHX,MCO,1039,"1,849 miles / 2975 km","3 hours, 42 minutes",American Airlines
PHX,MDW,2795,"1,444 miles / 2324 km","2 hours, 56 minutes"
PHX,MEM,816,"1,264 miles / 2034 km","2 hours, 36 minutes",American Airlines
PHX,MFR,303,854 miles / 1375 km,"2 hours, 13 minutes",American Airlines
PHX,MHT,365,"2,280 miles / 3669 km","5 hours, 4 minutes"
PHX,MIA,366,"1,972 miles / 3174 km","3 hours, 50 minutes"
PHX,MKE,866,"1,460 miles / 2350 km","2 hours, 56 minutes",American Airlines
PHX,MRY,911,598 miles / 963 km,"1 hour, 30 minutes",American Airlines
PHX,MSP,3508,"1,276 miles / 2054 km","2 hours, 38 minutes","American Airlines
Southwest Airlines"
PHX,MSY,365,"1,300 miles / 2093 km","2 hours, 36 minutes"
PHX,OAK,4150,646 miles / 1040 km,"1 hour, 36 minutes",American Airlines
PHX,OGG,586,"2,845 miles / 4579 km","6 hours, 1 minute",American Airlines
PHX,OKC,1516,833 miles / 1341 km,"1 hour, 44 minutes","American Airlines
Southwest Airlines"
PHX,OMA,2060,"1,037 miles / 1670 km","2 hours, 9 minutes","American Airlines
Southwest Airlines"
PHX,ONT,5627,325 miles / 522 km,50 minutes,"American Airlines
Southwest Airlines"
PHX,ORD,5130,"1,440 miles / 2317 km","2 hours, 55 minutes"
PHX,PDX,3948,"1,009 miles / 1624 km","2 hours, 23 minutes",American Airlines
PHX,PHL,2883,"2,075 miles / 3339 km","4 hours, 3 minutes",Southwest Airlines
PHX,PIT,1086,"1,814 miles / 2919 km","3 hours, 32 minutes","American Airlines
Southwest Airlines"
PHX,PSP,1752,261 miles / 419 km,47 minutes,American Airlines
PHX,PVD,365,"2,277 miles / 3665 km","4 hours, 17 minutes"
PHX,RDU,755,"1,891 miles / 3043 km","3 hours, 47 minutes","American Airlines
Southwest Airlines"
PHX,RNO,2776,601 miles / 967 km,"1 hour, 27 minutes","American Airlines
Southwest Airlines"
PHX,SAN,7609,304 miles / 490 km,50 minutes,"American Airlines
Frontier Airlines
Southwest Airlines"
PHX,SAT,2783,843 miles / 1356 km,"1 hour, 45 minutes","American Airlines
Southwest Airlines"
PHX,SBA,1618,455 miles / 732 km,"1 hour, 10 minutes",American Airlines
PHX,SBP,990,509 miles / 819 km,"1 hour, 17 minutes",American Airlines
PHX,SDF,365,"1,506 miles / 2424 km","2 hours, 59 minutes",Southwest Airlines
PHX,SEA,5072,"1,107 miles / 1781 km","2 hours, 35 minutes","American Airlines
Southwest Airlines"
PHX,SFO,4884,651 miles / 1048 km,"1 hour, 40 minutes","American Airlines
Southwest Airlines"
PHX,SJC,4050,621 miles / 1000 km,"1 hour, 33 minutes","American Airlines
Southwest Airlines"
PHX,SLC,7177,507 miles / 816 km,"1 hour, 14 minutes","American Airlines
Southwest Airlines"
PHX,SMF,4134,647 miles / 1041 km,"1 hour, 39 minutes","American Airlines
Southwest Airlines"
PHX,SNA,5497,338 miles / 544 km,55 minutes,"American Airlines
Southwest Airlines"
PHX,STL,2755,"1,262 miles / 2031 km","2 hours, 33 minutes","American Airlines
Southwest Airlines"
PHX,TEX,194,388 miles / 624 km,"1 hour, 17 minutes"
PHX,TPA,1022,"1,788 miles / 2878 km","3 hours, 31 minutes","American Airlines
Southwest Airlines"
PHX,TUL,1015,935 miles / 1505 km,"1 hour, 57 minutes",Southwest Airlines
PHX,TUS,3684,110 miles / 177 km,24 minutes,American Airlines
PHX,YUM,1962,160 miles / 257 km,34 minutes,American Airlines
PIA,ATL,623,565 miles / 909 km,"1 hour, 24 minutes"
PIA,DEN,362,793 miles / 1276 km,"1 hour, 57 minutes"
PIA,DFW,634,672 miles / 1082 km,"1 hour, 43 minutes"
PIA,DTW,701,346 miles / 557 km,"1 hour, 2 minutes"
PIA,HPN,1,837 miles / 1347 km,"2 hours, 10 minutes"
PIA,LNK,1,371 miles / 597 km,"1 hour, 15 minutes"
PIA,ORD,3259,130 miles / 209 km,30 minutes
PIH,SLC,1659,150 miles / 241 km,37 minutes
PIR,JAX,2,"1,395 miles / 2245 km","3 hours, 17 minutes"
PIR,MSP,3,350 miles / 563 km,"1 hour, 12 minutes"
PIT,ATL,4557,526 miles / 847 km,"1 hour, 19 minutes"
PIT,BOS,616,496 miles / 798 km,"1 hour, 12 minutes"
PIT,BWI,1043,210 miles / 338 km,44 minutes
PIT,CLT,2376,366 miles / 589 km,"1 hour, 3 minutes"
PIT,CVG,1288,256 miles / 412 km,46 minutes
PIT,DCA,7,204 miles / 329 km,55 minutes
PIT,DEN,859,"1,290 miles / 2077 km","3 hours, 1 minute"
PIT,DFW,2140,"1,068 miles / 1718 km","2 hours, 34 minutes"
PIT,DTW,1511,201 miles / 324 km,42 minutes
PIT,EWR,671,319 miles / 513 km,1 hour
PIT,FLL,507,994 miles / 1599 km,"2 hours, 15 minutes"
PIT,GRB,1,488 miles / 786 km,"1 hour, 29 minutes"
PIT,IAD,780,182 miles / 294 km,39 minutes
PIT,IAH,1719,"1,117 miles / 1798 km","2 hours, 44 minutes"
PIT,JFK,2249,340 miles / 546 km,"1 hour, 5 minutes"
PIT,LAS,1411,"1,910 miles / 3074 km","4 hours, 19 minutes"
PIT,LAX,373,"2,136 miles / 3437 km","4 hours, 40 minutes"
PIT,LGA,936,335 miles / 539 km,58 minutes
PIT,MCI,266,773 miles / 1244 km,"2 hours, 3 minutes"
PIT,MCO,2470,834 miles / 1342 km,"1 hour, 52 minutes"
PIT,MDW,2070,402 miles / 647 km,"1 hour, 6 minutes"
PIT,MEM,1005,652 miles / 1049 km,"1 hour, 42 minutes"
PIT,MIA,174,"1,013 miles / 1630 km","2 hours, 24 minutes"
PIT,MKE,1083,431 miles / 694 km,"1 hour, 22 minutes"
PIT,MSP,1050,726 miles / 1169 km,"1 hour, 46 minutes"
PIT,ORD,3521,413 miles / 664 km,"1 hour, 9 minutes"
PIT,PBI,4,952 miles / 1532 km,"2 hours, 24 minutes"
PIT,PHL,4169,267 miles / 430 km,48 minutes
PIT,PHX,1086,"1,814 miles / 2919 km","4 hours, 6 minutes"
PIT,RSW,181,966 miles / 1554 km,"2 hours, 14 minutes"
PIT,SFO,369,"2,254 miles / 3627 km",5 hours
PIT,SJU,1,"1,739 miles / 2799 km","3 hours, 59 minutes"
PIT,SLC,218,"1,660 miles / 2671 km","3 hours, 49 minutes"
PIT,TPA,1089,873 miles / 1404 km,"2 hours, 1 minute"
PLN,DCA,1,611 miles / 983 km,"1 hour, 43 minutes"
PLN,DTW,263,243 miles / 391 km,59 minutes
PMD,SFO,728,316 miles / 509 km,"1 hour, 8 minutes"
PNS,ATL,4430,272 miles / 437 km,45 minutes
PNS,CLT,372,488 miles / 786 km,"1 hour, 11 minutes"
PNS,DFW,2024,604 miles / 972 km,"1 hour, 37 minutes"
PNS,FLL,145,525 miles / 845 km,"1 hour, 33 minutes"
PNS,IAH,635,489 miles / 787 km,"1 hour, 22 minutes"
PNS,MCO,366,381 miles / 614 km,"1 hour, 16 minutes"
PNS,MEM,1097,354 miles / 570 km,"1 hour, 6 minutes"
PNS,ORD,293,794 miles / 1278 km,"2 hours, 5 minutes"
PNS,TPA,135,330 miles / 530 km,"1 hour, 10 minutes"
PSC,DEN,940,853 miles / 1372 km,"1 hour, 52 minutes"
PSC,SLC,1600,521 miles / 838 km,"1 hour, 14 minutes"
PSC,TWF,1,347 miles / 559 km,"1 hour, 12 minutes"
PSE,EWR,17,"1,627 miles / 2618 km","3 hours, 45 minutes"
PSE,FLL,45,"1,032 miles / 1661 km","2 hours, 34 minutes"
PSE,JFK,346,"1,617 miles / 2603 km","3 hours, 34 minutes"
PSE,MCO,347,"1,179 miles / 1897 km","2 hours, 38 minutes"
PSG,JNU,364,123 miles / 199 km,28 minutes
PSG,WRG,363,31 miles / 50 km,13 minutes,Alaska Airlines
PSP,DEN,998,775 miles / 1248 km,"1 hour, 44 minutes"
PSP,DFW,1096,"1,126 miles / 1812 km","2 hours, 21 minutes"
PSP,FAT,1,272 miles / 438 km,"1 hour, 7 minutes"
PSP,GJT,1,575 miles / 925 km,"1 hour, 39 minutes"
PSP,IAH,216,"1,269 miles / 2043 km","2 hours, 36 minutes"
PSP,LAS,1281,173 miles / 279 km,45 minutes
PSP,LAX,2597,110 miles / 176 km,29 minutes
PSP,MSP,214,"1,454 miles / 2340 km","2 hours, 58 minutes"
PSP,ONT,1,65 miles / 104 km,17 minutes
PSP,ORD,452,"1,652 miles / 2658 km","3 hours, 20 minutes"
PSP,PDX,169,873 miles / 1405 km,"2 hours, 10 minutes"
PSP,PHX,1752,261 miles / 419 km,48 minutes
PSP,SEA,664,987 miles / 1589 km,"2 hours, 25 minutes"
PSP,SFO,1638,421 miles / 677 km,"1 hour, 11 minutes"
PSP,SLC,898,540 miles / 870 km,"1 hour, 21 minutes"
PSP,TWF,1,607 miles / 976 km,"1 hour, 43 minutes"
PVD,ATL,1390,903 miles / 1453 km,"2 hours, 14 minutes"
PVD,BDL,1,66 miles / 107 km,38 minutes
PVD,BNA,366,906 miles / 1459 km,"2 hours, 12 minutes"
PVD,BWI,3981,327 miles / 527 km,1 hour
PVD,CLE,360,540 miles / 870 km,"1 hour, 29 minutes"
PVD,CLT,1439,683 miles / 1100 km,"1 hour, 47 minutes"
PVD,CVG,958,721 miles / 1161 km,"1 hour, 57 minutes"
PVD,DCA,672,357 miles / 574 km,"1 hour, 4 minutes"
PVD,DTW,1105,615 miles / 989 km,"1 hour, 36 minutes"
PVD,EWR,1102,160 miles / 257 km,45 minutes
PVD,FLL,425,"1,188 miles / 1912 km","2 hours, 49 minutes"
PVD,IAD,511,371 miles / 597 km,"1 hour, 9 minutes"
PVD,JFK,604,144 miles / 231 km,47 minutes
PVD,LAS,364,"2,363 miles / 3803 km","5 hours, 21 minutes"
PVD,MCO,2148,"1,072 miles / 1726 km","2 hours, 32 minutes"
PVD,MDW,1373,842 miles / 1356 km,"2 hours, 9 minutes"
PVD,MSP,6,"1,117 miles / 1797 km","2 hours, 32 minutes"
PVD,ORD,1792,849 miles / 1367 km,"2 hours, 9 minutes"
PVD,PHL,2563,238 miles / 383 km,57 minutes
PVD,PHX,365,"2,277 miles / 3665 km","5 hours, 25 minutes"
PVD,TPA,981,"1,136 miles / 1829 km","2 hours, 45 minutes"
PWM,ATL,904,"1,027 miles / 1652 km","2 hours, 25 minutes"
PWM,BOS,2,96 miles / 154 km,41 minutes
PWM,BWI,995,452 miles / 727 km,"1 hour, 13 minutes"
PWM,CLE,306,609 miles / 979 km,"1 hour, 34 minutes"
PWM,CLT,277,812 miles / 1307 km,"1 hour, 59 minutes"
PWM,CVG,563,809 miles / 1303 km,"2 hours, 7 minutes"
PWM,DTW,67,669 miles / 1076 km,"1 hour, 42 minutes"
PWM,EWR,741,285 miles / 458 km,"1 hour, 2 minutes"
PWM,IAD,407,493 miles / 793 km,"1 hour, 25 minutes"
PWM,JFK,1818,273 miles / 440 km,54 minutes
PWM,MCO,459,"1,214 miles / 1954 km","2 hours, 53 minutes"
PWM,MSP,42,"1,136 miles / 1829 km","2 hours, 46 minutes"
PWM,ORD,316,900 miles / 1448 km,"2 hours, 15 minutes"
RAP,DEN,2309,301 miles / 485 km,51 minutes
RAP,MSP,877,490 miles / 788 km,"1 hour, 10 minutes"
RAP,ORD,217,779 miles / 1254 km,"1 hour, 44 minutes"
RAP,SLC,757,509 miles / 818 km,"1 hour, 23 minutes"
RAP,TWF,1,586 miles / 943 km,"1 hour, 40 minutes"
RDD,SBA,1,441 miles / 709 km,"1 hour, 23 minutes"
RDD,SFO,1680,199 miles / 321 km,55 minutes
RDD,SMF,1,131 miles / 210 km,30 minutes
RDM,DEN,12,898 miles / 1446 km,"1 hour, 57 minutes"
RDM,IDA,1,456 miles / 734 km,"1 hour, 25 minutes"
RDM,PDX,1619,116 miles / 187 km,31 minutes
RDM,SFO,1083,462 miles / 744 km,"1 hour, 23 minutes"
RDM,SLC,719,525 miles / 845 km,"1 hour, 14 minutes"
RDU,ATL,5418,356 miles / 573 km,59 minutes
RDU,AUS,231,"1,161 miles / 1869 km","2 hours, 49 minutes",Delta Air Lines
RDU,BDL,1149,532 miles / 856 km,"1 hour, 16 minutes",Delta Air Lines
RDU,BHM,160,480 miles / 773 km,"1 hour, 28 minutes"
RDU,BNA,1617,442 miles / 712 km,"1 hour, 12 minutes",Delta Air Lines
RDU,BOS,3870,612 miles / 984 km,"1 hour, 27 minutes",Frontier Airlines
RDU,BWI,2078,256 miles / 412 km,45 minutes,Delta Air Lines
RDU,CLE,307,416 miles / 669 km,"1 hour, 15 minutes"
RDU,CLT,2339,130 miles / 209 km,32 minutes
RDU,CMH,500,362 miles / 582 km,"1 hour, 2 minutes",Delta Air Lines
RDU,CVG,1317,390 miles / 628 km,"1 hour, 7 minutes"
RDU,DCA,2772,226 miles / 364 km,41 minutes,Delta Air Lines
RDU,DEN,470,"1,436 miles / 2312 km","3 hours, 23 minutes"
RDU,DFW,2347,"1,061 miles / 1708 km","2 hours, 33 minutes"
RDU,DTW,1368,501 miles / 806 km,"1 hour, 25 minutes"
RDU,EWR,2394,416 miles / 669 km,"1 hour, 7 minutes",Delta Air Lines
RDU,FLL,696,680 miles / 1095 km,"1 hour, 44 minutes",Delta Air Lines
RDU,GRB,1,772 miles / 1242 km,"2 hours, 3 minutes"
RDU,IAD,1722,224 miles / 361 km,41 minutes
RDU,IAH,1995,"1,042 miles / 1677 km","2 hours, 32 minutes"
RDU,IND,673,488 miles / 786 km,"1 hour, 27 minutes",Delta Air Lines
RDU,JAX,595,407 miles / 655 km,"1 hour, 19 minutes",Delta Air Lines
RDU,JFK,3989,427 miles / 687 km,"1 hour, 9 minutes"
RDU,LAS,715,"2,026 miles / 3260 km","4 hours, 36 minutes"
RDU,LAX,8,"2,238 miles / 3602 km","4 hours, 48 minutes"
RDU,LGA,4135,431 miles / 693 km,"1 hour, 6 minutes"
RDU,MCI,652,904 miles / 1455 km,"2 hours, 18 minutes"
RDU,MCO,1738,534 miles / 859 km,"1 hour, 20 minutes"
RDU,MDW,1360,632 miles / 1017 km,"1 hour, 40 minutes"
RDU,MEM,1062,633 miles / 1019 km,"1 hour, 40 minutes"
RDU,MIA,1098,700 miles / 1127 km,"1 hour, 41 minutes",Frontier Airlines
RDU,MKE,490,689 miles / 1109 km,"1 hour, 53 minutes"
RDU,MSP,726,980 miles / 1578 km,"2 hours, 23 minutes"
RDU,MSY,474,779 miles / 1254 km,"2 hours, 4 minutes"
RDU,ORD,3094,646 miles / 1040 km,"1 hour, 43 minutes",Delta Air Lines
RDU,PHL,3363,336 miles / 541 km,58 minutes,Delta Air Lines
RDU,PHX,755,"1,891 miles / 3043 km","4 hours, 22 minutes"
RDU,SAT,229,"1,225 miles / 1971 km","2 hours, 57 minutes"
RDU,SDF,426,415 miles / 668 km,"1 hour, 20 minutes"
